player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Curtis Harris-Lopez,149421,S,JAMES MAD,12,2,9.6,55.6,96.0,17.8,9.9,0,1,1,11.1,197,66.6,68.8,82.0,58.1,72.7,63.7,0,13,25.0,1,1,0,60.9,5,97,101,1,1,9,0,26,22,0.3,5.2
Jake Jarmolowich,149428,S,COLO STATE,12,1,13.4,63.2,91.9,22.8,14.4,1,0,0,0.0,144,51.2,56.4,21.7,68.2,64.0,80.3,0,42,12.0,3,0,2,91.1,12,294,320,3,21,19,0,166,36,0.6,13.8
Finn Claypool,149576,ED,FRESNO ST,13,0,2.0,33.3,7.1,20.0,6.7,1,0,0,0.0,169,55.8,81.9,72.0,84.7,75.0,72.5,0,2,0.0,0,0,1,81.9,1,22,308,8,4,3,1,2,0,0.1,2.0
IBK Mafe,149815,ED,S ALABAMA,11,1,13.0,0.0,28.8,,15.0,0,0,0,0.0,288,57.9,59.8,85.0,61.0,58.5,29.3,0,,66.7,2,0,0,39.6,0,17,59,0,0,1,0,0,0,0.0,
Josh Battle,149841,S,SO MISS,9,2,6.9,85.7,97.8,10.1,8.6,0,0,0,0.0,296,52.5,59.2,82.1,69.0,70.6,79.5,0,57,6.3,1,0,1,134.2,12,131,134,4,13,14,1,147,73,1.2,12.3
Jamall Thompson Jr.,149959,ED,NEW MEX ST,12,3,4.2,81.8,23.3,7.7,6.3,0,0,1,9.1,242,78.1,69.2,89.5,74.7,55.1,65.6,2,20,14.3,2,1,0,46.4,9,73,313,12,9,11,0,51,21,0.7,5.7
Kobe Stewart,149961,ED,BUFFALO,12,1,7.7,100.0,3.8,4.3,4.3,0,0,0,0.0,126,29.6,58.1,59.2,72.8,59.3,56.9,0,20,12.5,1,0,2,112.5,3,13,340,6,6,3,0,33,10,2.5,11.0
Dramarian McNulty,150010,S,E MICHIGAN,3,0,14.0,100.0,100.0,36.0,36.0,0,0,0,0.0,160,57.3,56.9,77.1,,56.4,57.8,0,36,0.0,0,0,0,118.8,1,40,40,0,3,1,0,36,22,1.0,36.0
Micah Davey,150093,LB,UTEP,12,4,9.8,55.0,81.7,24.9,13.7,0,0,0,0.0,330,74.4,81.5,27.9,58.8,83.3,69.4,0,26,9.7,3,0,3,69.6,11,291,356,18,24,20,0,104,40,0.4,9.5
Jake Golday,150178,LB,CINCINNATI,12,7,4.3,71.4,78.1,10.7,7.7,0,0,3,8.6,138,77.5,82.4,89.1,61.1,90.6,83.1,0,34,10.9,5,3,0,106.5,25,286,366,19,34,35,2,217,121,0.8,8.7
Jayden Sheridan,150222,CB,NEW MEXICO,1,0,,,100.0,,,0,0,0,,241,63.9,65.0,73.2,,62.6,,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Kamren Washington,150283,DI,TEXAS ST,13,1,,,0.5,,,0,0,0,,314,62.5,70.8,61.2,71.3,66.9,63.7,0,,33.3,1,0,1,0.0,0,1,202,2,1,0,0,0,0,0.0,
David Fisher,150294,CB,N TEXAS,13,2,12.4,63.5,99.4,9.3,5.9,1,2,7,13.5,251,80.7,73.8,51.9,80.5,47.7,63.8,1,63,6.9,2,7,2,91.5,33,321,323,13,25,52,2,396,157,1.3,12.0
Caleb Weaver,150298,S,DUKE,14,11,5.3,81.1,96.6,13.1,10.6,0,1,1,2.7,154,72.1,66.8,56.5,75.3,51.1,56.7,2,75,15.8,9,1,3,92.1,30,423,438,16,37,37,2,266,169,0.7,8.9
Emon Allen,150299,CB,SM HOUSTON,12,8,13.4,64.3,99.0,10.1,6.5,0,0,4,7.1,281,63.2,63.7,85.4,52.5,64.3,50.4,3,53,18.8,9,3,3,91.4,36,381,385,11,31,56,3,541,142,1.5,15.0
Derek Carter Jr.,150315,S,W VIRGINIA,10,2,11.5,64.7,98.7,13.3,8.6,0,0,3,17.6,343,63.2,67.1,84.3,58.7,73.4,65.3,1,35,21.4,3,3,0,112.9,11,154,156,1,9,17,2,172,45,1.2,15.6
Canden Grogan,150353,CB,TEXAS ST,9,2,15.7,65.2,98.2,10.3,6.7,1,0,2,8.7,314,48.9,48.4,10.5,54.1,53.6,32.9,0,57,31.6,6,1,3,128.0,15,164,167,4,11,23,2,235,67,1.5,15.7
Breylon Charles,150369,ED,PURDUE,5,0,,,7.1,,,0,0,0,,273,60.9,55.1,0.0,61.8,55.8,58.0,0,,0.0,0,0,1,0.0,0,2,28,2,1,0,0,0,0,0.0,
Pierre Royster,150423,S,UAB,7,3,14.4,66.7,95.0,18.3,12.2,0,0,0,0.0,321,56.9,58.9,83.0,56.2,61.8,54.1,2,63,22.2,4,0,0,109.7,6,115,121,1,11,9,2,155,61,1.4,25.8
Avarion Cole,150570,S,W KENTUCKY,11,0,12.3,33.3,100.0,36.3,12.1,0,0,3,25.0,346,67.5,70.4,82.4,,73.9,69.9,1,68,0.0,0,2,0,38.2,4,158,158,1,6,12,0,124,74,0.9,31.0
Tyquan King,150571,LB,UCONN,7,1,4.1,63.6,63.3,9.6,6.1,0,0,0,0.0,146,69.6,81.7,11.3,77.5,82.2,85.3,0,12,18.2,2,0,1,71.0,7,69,109,7,8,11,0,42,22,0.6,6.0
Wrook Brown,150691,CB,HOUSTON,13,3,7.8,75.0,85.7,9.9,7.4,0,1,1,3.1,182,81.3,83.9,87.2,63.6,86.1,90.6,2,48,5.0,1,1,0,63.2,24,251,293,13,16,32,0,189,95,0.8,7.9
Andrew Johnson,150695,S,WYOMING,11,1,12.3,61.9,97.0,18.5,11.4,0,0,2,9.5,351,60.7,66.1,83.7,61.4,71.3,82.4,0,27,10.0,2,2,0,85.6,13,258,266,3,17,21,0,161,68,0.7,12.4
Kolbey Taylor,150703,CB,VANDERBILT,13,1,11.7,57.9,100.0,12.8,7.4,1,1,5,13.2,333,74.6,70.3,0.0,,55.3,45.0,1,52,18.2,4,2,7,81.6,22,302,302,4,17,38,2,225,55,0.8,10.2
Tyce Westland,150707,ED,WYOMING,12,2,1.3,33.3,28.9,85.0,28.3,0,0,0,0.0,351,66.8,69.7,55.0,68.5,68.3,56.6,0,8,0.0,0,0,2,81.9,1,88,305,5,6,3,1,8,6,0.1,8.0
Eddie Walls III,150853,ED,HOUSTON,13,0,-5.0,100.0,1.8,8.0,8.0,0,0,0,0.0,182,67.7,77.4,87.6,69.9,75.3,75.0,0,-4,14.3,1,0,0,79.2,1,8,446,10,6,1,0,-4,1,-0.5,-4.0
Carl Nesmith,150869,LB,UTAH ST,2,1,11.0,0.0,31.3,,5.0,0,0,1,100.0,329,67.6,68.5,78.3,65.3,62.8,40.0,0,,33.3,1,1,0,39.6,0,5,16,0,1,1,0,0,0,0.0,
Johnny Chaney Jr.,150871,LB,FIU,13,12,4.1,76.7,89.4,11.1,8.5,0,0,2,4.7,166,61.9,69.6,85.3,67.3,72.0,68.2,0,76,19.0,8,2,0,135.8,33,386,432,15,22,43,4,400,290,1.1,12.1
Jeremiah Brown,150923,LB,COLORADO,10,1,4.4,79.2,72.1,7.3,5.8,0,0,1,4.2,143,34.7,63.5,83.5,57.6,80.1,72.2,0,69,11.1,2,0,0,122.0,19,145,201,6,15,24,1,239,176,1.7,12.6
Baron Hopson,150929,LB,KENNESAW,14,9,4.4,72.5,88.4,8.3,6.0,0,0,3,5.9,200,44.6,67.5,57.1,68.8,79.6,63.0,1,28,25.0,11,3,1,85.8,37,334,378,11,24,51,0,385,231,1.3,10.4
CJ Nunnally IV,150931,ED,PURDUE,12,0,6.7,66.7,23.5,15.8,10.5,0,0,0,0.0,273,54.5,69.7,89.1,66.7,71.8,84.4,1,12,40.0,2,0,0,37.5,4,64,272,6,3,6,0,28,14,0.4,7.0
Zion Wilson,151063,DI,E CAROLINA,13,1,,,0.7,,,0,0,0,,156,59.6,74.4,86.1,68.9,74.2,61.5,0,,45.5,5,0,0,0.0,0,2,274,8,5,0,0,0,0,0.0,
Mike Diatta,151079,DI,OKLA STATE,11,0,,,1.0,,,0,0,0,,262,61.5,54.3,46.0,58.2,53.6,79.5,0,,0.0,0,0,1,0.0,0,1,101,1,1,0,0,0,0,0.0,
James Jackson,151086,LB,VIRGINIA,14,4,6.6,81.8,86.0,12.6,10.3,0,0,1,4.5,335,55.9,61.2,49.8,64.7,64.4,46.9,0,42,31.6,6,1,1,117.6,18,234,272,3,9,22,1,189,120,0.8,10.5
Langston Long,151091,LB,TOLEDO,12,1,4.2,76.9,92.4,13.5,10.4,1,0,0,0.0,316,61.6,58.5,0.0,46.2,62.9,52.1,0,16,18.2,2,0,3,113.9,10,145,157,6,8,13,1,69,36,0.5,6.9
Jacob Rodriguez,151095,LB,TEXAS TECH,14,12,3.8,82.1,91.8,7.7,6.3,0,1,3,4.5,315,92.3,93.0,85.9,61.4,94.8,65.5,4,56,18.2,12,3,0,85.9,55,447,487,27,42,67,2,550,368,1.3,10.0
West Weeks,151101,LB,LSU,11,3,2.7,80.8,81.8,11.4,9.2,0,0,0,0.0,211,54.7,59.1,16.3,64.0,63.3,65.8,0,31,0.0,0,0,3,97.4,21,252,308,15,20,26,0,192,124,0.8,9.1
Devin Aupiu,151116,ED,UCLA,10,1,3.0,100.0,3.3,4.0,4.0,0,0,0,0.0,324,58.6,57.7,57.7,61.5,55.9,85.1,0,7,0.0,0,0,1,95.8,1,4,121,3,5,1,0,7,4,1.8,7.0
Tamatoa McDonough,151151,ED,IOWA STATE,12,0,,,1.8,,,0,0,0,,193,55.6,52.8,86.4,54.0,52.3,46.3,0,,66.7,4,0,0,0.0,0,5,277,2,2,0,0,0,0,0.0,
Dean Shaffer,151157,LB,UMASS,4,0,10.0,50.0,93.2,20.0,10.0,0,0,0,0.0,216,35.9,49.9,81.2,53.5,70.0,48.6,0,11,100.0,1,0,0,96.9,2,41,44,0,0,4,1,13,8,0.3,6.5
Luke Dillingham,151172,LB,TEXAS TECH,4,0,-1.0,100.0,76.5,12.0,12.0,0,0,0,0.0,315,66.1,64.4,70.4,64.9,55.9,,0,11,,0,0,0,112.5,1,13,17,0,0,1,0,11,12,0.9,11.0
Neil Campbell,151435,CB,UTEP,9,1,9.3,62.5,94.4,10.4,6.5,0,0,3,9.4,330,66.2,76.3,84.6,91.2,90.2,81.5,0,16,4.2,1,1,2,84.4,20,220,233,8,22,32,1,152,55,0.7,7.6
Chris Crouch,153213,S,GA SOUTHRN,9,1,11.5,100.0,87.3,24.0,24.0,0,0,0,0.0,174,62.6,56.6,0.0,58.2,52.5,54.2,0,26,0.0,0,0,1,118.8,2,48,55,1,4,2,0,30,7,0.6,15.0
Jamere Jones,154315,S,TEMPLE,11,0,1.5,83.3,93.5,15.6,13.0,0,0,0,0.0,306,72.9,73.5,83.9,66.0,72.0,73.0,1,15,7.7,1,0,2,47.6,10,172,184,9,12,12,0,45,42,0.3,4.5
Kode Lowe,154588,S,UTEP,12,2,4.1,81.3,90.5,9.5,7.7,0,0,0,0.0,330,56.8,73.2,85.2,73.2,89.4,81.1,0,31,0.0,0,0,0,139.8,13,133,147,2,6,16,2,129,124,1.0,9.9
Ben Finneseth,154599,S,COLORADO,7,1,9.0,100.0,95.7,106.0,106.0,0,0,0,0.0,143,79.8,73.5,82.0,66.4,61.8,80.2,0,13,11.1,1,0,0,118.8,1,110,115,0,7,1,0,13,4,0.1,13.0
William Davis,154624,LB,W VIRGINIA,1,0,,,100.0,,,0,0,0,,343,60.0,61.1,67.8,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Al-Ma'hi Ali,154696,S,W KENTUCKY,9,0,10.5,53.6,99.1,12.8,6.9,1,1,3,10.7,346,52.9,48.0,83.0,57.0,33.8,50.0,1,52,16.7,4,2,2,75.6,15,217,219,6,20,28,1,214,137,1.1,14.3
Kaci Seegars,155197,ED,OHIO,3,0,24.0,100.0,38.1,8.0,8.0,0,0,0,0.0,259,49.2,62.5,79.6,59.4,71.7,78.0,0,16,0.0,0,0,0,158.3,1,8,21,1,1,1,1,16,0,2.0,16.0
Jakari Foster,155252,S,LA TECH,13,7,8.6,53.8,98.4,25.5,13.7,0,0,4,15.4,208,90.2,87.2,40.7,85.7,65.9,61.7,8,23,13.0,3,3,1,49.8,14,380,386,4,13,26,2,105,53,0.3,7.5
Tristan Marois,155288,ED,COLORADO,5,0,,,7.7,,,0,0,0,,143,60.0,52.0,0.0,68.9,51.3,24.4,0,,,0,0,1,0.0,0,1,13,0,0,0,0,0,0,0.0,
Caden Biser,155289,LB,W VIRGINIA,2,1,,,60.0,,,0,0,0,,343,64.5,67.6,74.8,67.2,63.5,66.5,0,,0.0,0,0,0,0.0,0,6,10,0,0,0,0,0,0,0.0,
Donald Lee,155503,CB,UAB,7,0,20.4,70.0,100.0,12.3,8.6,0,0,0,0.0,321,47.6,46.4,80.7,,44.6,58.9,0,44,0.0,0,0,2,145.8,7,95,95,0,4,10,1,129,3,1.5,18.4
Blake Boenisch,155566,DI,RICE,13,0,,,0.4,,,0,0,1,,275,69.7,64.2,53.2,63.1,63.5,29.2,0,,25.0,1,0,2,0.0,0,1,272,2,3,0,0,0,0,0.0,
Elin Jones,155656,ED,W KENTUCKY,9,2,,,0.5,,,0,0,0,,346,60.5,61.3,83.5,61.4,58.1,69.3,0,,33.3,2,0,0,0.0,0,1,188,2,2,0,0,0,0,0.0,
Ty Davis,155756,LB,TEMPLE,10,1,2.5,76.9,82.1,5.8,4.5,0,0,1,7.7,306,63.8,60.2,84.8,59.8,54.8,32.7,1,17,57.1,4,1,1,54.0,10,64,78,1,2,13,0,62,65,1.1,6.2
Montrell Bandy,155781,S,TENNESSEE,2,1,,,100.0,,,0,0,0,,307,58.8,61.0,74.3,,65.6,77.7,0,,0.0,0,0,1,0.0,0,18,18,0,1,0,0,0,0,0.0,
Jalen McClendon,155787,CB,BOWL GREEN,12,1,14.2,59.4,99.5,9.2,5.5,1,0,8,12.5,122,53.7,54.4,50.0,75.7,57.1,51.8,0,75,8.3,3,5,7,115.9,38,376,378,5,32,64,5,588,145,1.7,15.5
Kyle Taylor,155840,LB,ARK STATE,11,6,2.4,81.3,90.8,9.0,7.3,0,1,1,3.1,113,56.4,69.7,35.9,59.9,80.4,80.0,0,34,7.1,2,1,2,96.4,26,248,273,6,20,32,0,228,176,1.0,8.8
Chris Victor,155855,ED,CAL,11,0,0.5,100.0,9.1,6.0,6.0,0,0,0,0.0,130,34.4,65.2,52.1,64.8,75.2,66.5,0,5,33.3,1,0,1,87.5,2,13,143,3,2,2,0,10,9,0.8,5.0
Eric O'Neill,155869,ED,RUTGERS,12,1,4.0,0.0,0.8,,2.0,0,0,0,0.0,278,57.5,74.5,68.7,71.6,73.8,51.3,0,,50.0,3,0,1,39.6,0,2,263,4,2,1,0,0,0,0.0,
Dru Polidore Jr.,155951,S,CAL,11,4,5.0,71.4,98.4,12.0,8.6,0,1,2,5.7,130,69.5,64.7,44.1,55.1,56.2,67.1,0,40,13.5,5,2,1,106.4,25,314,319,10,28,35,2,216,116,0.7,8.6
Parker Robertson,155978,S,OKLA STATE,12,3,10.6,66.7,92.0,12.9,8.6,0,0,4,14.8,262,74.8,72.7,86.0,65.6,66.5,50.7,2,42,14.3,5,4,0,93.4,18,252,274,10,27,27,2,272,110,1.2,15.1
Nadame Tucker,156169,ED,W MICHIGAN,13,2,8.5,0.0,4.0,,5.0,0,1,1,50.0,347,67.8,91.4,28.2,93.3,72.6,62.6,0,,37.5,3,1,4,39.6,0,13,329,14,3,2,0,0,0,0.0,
London Hall,156187,S,TEMPLE,9,0,3.3,75.0,85.7,9.3,7.0,0,1,2,50.0,306,82.5,81.6,77.7,91.2,58.0,80.2,0,4,0.0,0,2,0,77.1,3,30,35,2,2,4,0,10,11,0.4,3.3
Jhalyn Shuler,156212,LB,USF,13,8,3.2,74.5,80.2,8.5,6.4,0,1,5,9.1,327,59.8,62.3,34.3,73.8,59.8,58.3,1,51,20.4,10,5,2,92.4,41,380,474,20,31,55,1,392,311,1.1,9.6
Aamaris Brown,156213,S,UNLV,13,0,9.3,59.0,93.0,9.5,5.6,1,1,8,13.1,325,65.5,69.8,91.2,73.5,73.0,62.7,4,46,19.2,5,6,4,64.0,36,359,386,9,21,61,2,426,173,1.2,11.8
Tavin Ward,156214,S,USF,10,10,13.4,52.6,99.8,37.4,19.7,0,0,1,5.3,327,69.0,68.2,87.4,58.9,64.0,81.6,1,82,12.5,5,1,1,110.0,10,402,403,3,25,19,2,232,102,0.6,23.2
Amari Jackson,156221,CB,BOSTON COL,4,0,10.4,46.7,100.0,10.4,4.9,0,0,3,20.0,121,71.8,66.6,80.1,,43.7,52.2,0,19,0.0,0,2,1,81.5,7,77,77,2,3,15,1,66,43,0.9,9.4
Edwin Kolenge,156222,ED,BOSTON COL,12,2,2.5,100.0,9.4,10.0,10.0,0,0,0,0.0,121,70.7,66.4,69.2,64.4,63.4,84.4,0,16,0.0,0,0,1,102.1,2,20,212,3,2,2,0,17,12,0.9,8.5
Caden Story,156229,ED,CLEMSON,4,1,,,7.5,,,0,0,0,,140,67.5,61.0,78.8,65.6,49.1,77.2,0,,0.0,0,0,0,0.0,0,3,40,1,1,0,0,0,0,0.0,
Jahiem Lawson,156235,ED,CLEMSON,11,1,8.5,100.0,13.5,13.0,13.0,0,0,0,0.0,140,70.4,77.7,29.0,73.4,78.0,77.4,0,16,25.0,1,0,2,118.8,2,27,200,6,2,2,0,25,8,1.0,12.5
Wade Woodaz,156237,LB,CLEMSON,12,7,3.7,74.5,84.7,8.8,6.6,1,0,5,10.6,140,75.5,70.9,24.1,54.6,70.8,75.7,0,39,8.1,3,3,3,89.1,35,321,379,17,27,47,0,281,191,0.9,8.0
Kobe McCloud,156240,LB,CLEMSON,13,3,4.9,70.0,84.5,7.6,5.4,0,0,2,10.0,140,71.2,73.0,13.2,60.8,75.3,81.8,0,24,0.0,0,1,1,82.7,14,109,129,2,6,20,0,107,67,1.0,7.6
Caleb Nix,156242,S,JVILLE ST,14,6,9.7,55.2,98.0,23.3,12.8,0,1,4,13.8,196,72.1,71.4,50.9,57.6,69.8,64.4,4,32,17.9,5,0,2,28.4,16,400,408,6,17,29,0,139,67,0.4,8.7
TJ Dottery,156243,LB,OLE MISS,15,6,4.8,68.9,87.8,14.0,9.7,0,1,0,0.0,226,51.6,55.0,65.4,51.6,60.2,60.5,0,52,25.6,10,0,2,107.5,31,474,540,11,23,45,2,359,243,0.8,11.6
Kylon Griffin,156244,S,CLEMSON,7,2,6.0,0.0,94.5,,25.0,0,0,1,50.0,140,81.2,79.8,78.8,55.5,70.6,85.6,0,,0.0,0,1,0,39.6,0,52,55,1,5,2,0,0,0,0.0,
Toriano Pride Jr.,156245,CB,MISSOURI,13,2,13.8,44.4,100.0,16.6,7.4,0,1,4,8.9,229,73.8,74.4,85.1,,72.7,81.5,2,49,0.0,0,1,2,53.4,20,353,353,7,18,45,2,194,38,0.6,9.7
Sherrod Covil Jr.,156246,CB,VA TECH,4,0,-3.6,100.0,100.0,5.4,5.4,0,0,0,0.0,337,59.2,61.1,78.0,,65.0,27.8,0,31,50.0,1,0,0,103.3,5,28,28,0,1,5,0,44,62,1.6,8.8
Jeadyn Lukus,156247,CB,CLEMSON,9,1,12.8,66.7,99.2,14.8,9.8,0,0,0,0.0,140,54.9,56.1,80.4,55.4,62.9,74.7,0,74,12.5,1,0,1,149.3,8,121,122,2,6,12,2,159,91,1.3,19.9
Vincent Anthony Jr.,156256,ED,DUKE,13,0,7.0,100.0,7.7,8.7,8.7,4,0,0,0.0,154,82.7,58.2,0.0,64.7,55.0,39.5,0,17,44.4,4,0,10,149.3,3,27,350,9,5,3,1,31,10,1.2,10.3
Chandler Rivers,156257,CB,DUKE,13,7,8.7,70.5,95.4,10.4,7.3,0,1,10,16.4,154,80.7,79.2,28.6,66.8,70.8,69.2,2,56,11.8,6,6,2,84.9,43,482,505,10,38,61,1,473,228,1.1,11.0
Daniel Lyons,156266,DI,FLORIDA ST,12,1,,,0.5,,,0,0,0,,167,62.6,69.0,63.6,58.4,73.0,56.4,0,,33.3,1,0,1,0.0,0,1,193,2,1,0,0,0,0,0.0,
Bishop Thomas,156268,DI,GA STATE,12,1,,,0.4,,,0,0,0,,175,77.0,76.6,83.8,72.0,70.8,62.2,0,,0.0,0,0,0,0.0,0,1,236,5,4,0,0,0,0,0.0,
Aaron Hester,156269,ED,LIBERTY,12,0,,,2.8,,,0,0,0,,206,42.7,69.1,83.8,76.6,62.0,64.1,0,,33.3,1,0,0,0.0,0,4,144,1,2,0,0,0,0,0.0,
AJ Cottrill,156273,LB,FLORIDA ST,7,0,6.0,100.0,74.1,41.0,41.0,0,0,0,0.0,167,65.1,74.9,78.1,76.8,73.9,66.0,0,35,20.0,1,0,0,118.8,1,43,58,4,4,1,0,35,29,0.9,35.0
Omar Graham Jr.,156275,LB,FLORIDA ST,12,2,2.8,75.0,79.2,13.4,10.1,0,0,0,0.0,167,65.6,67.6,83.2,54.6,69.8,61.0,0,21,26.7,4,0,0,87.5,9,126,159,6,9,12,0,66,52,0.5,7.3
Christian White,156276,S,FLORIDA ST,3,0,2.0,100.0,100.0,14.5,14.5,0,0,0,0.0,167,73.2,73.1,77.7,,67.8,70.9,0,10,0.0,0,0,0,102.1,2,32,32,1,3,2,0,17,13,0.6,8.5
Sam McCall,156278,CB,GA STATE,7,1,15.4,57.1,96.0,5.9,3.4,0,0,1,7.1,175,47.2,53.2,79.6,58.7,74.5,75.6,0,47,14.3,1,1,0,137.5,8,48,50,1,5,14,2,162,49,3.4,20.3
Tae Woody,156288,DI,LA MONROE,10,0,,,0.9,,,1,0,0,,209,64.3,66.2,18.0,65.1,67.5,81.1,0,,0.0,0,0,2,0.0,0,1,114,3,2,0,0,0,0,0.0,
Rodney Shelley,156300,CB,GA TECH,11,1,10.9,73.5,98.1,9.6,7.1,0,1,4,11.8,176,70.1,68.8,31.5,55.8,65.7,79.6,2,57,7.4,2,3,4,104.5,25,253,258,4,24,34,2,376,110,1.6,15.0
K.J. Miles,156302,DI,TEMPLE,12,0,,,0.8,,,0,0,0,,306,59.3,59.0,84.7,58.5,58.4,81.0,0,,,0,0,0,0.0,0,1,132,0,0,0,0,0,0,0.0,
Clayton Powell-Lee,156305,S,GA TECH,12,9,12.2,71.4,97.5,13.6,9.7,0,1,1,2.9,176,32.1,48.3,48.5,74.2,76.5,61.3,0,39,12.1,4,1,2,122.7,25,352,361,4,20,35,2,353,116,1.0,14.1
Kyle Efford,156306,LB,GA TECH,13,3,7.0,73.1,88.6,13.3,9.7,0,1,2,7.7,176,52.5,64.3,83.7,64.3,71.7,59.2,0,73,8.7,2,2,0,149.2,19,264,298,7,18,26,3,298,148,1.2,15.7
D.J. Moore,156310,S,GA TECH,1,1,13.0,100.0,90.9,5.0,5.0,0,0,0,0.0,176,39.6,38.9,0.0,59.4,63.9,80.2,0,14,0.0,0,0,1,158.3,2,10,11,0,1,2,1,28,6,2.8,14.0
Rock Caldwell,156315,S,UTAH,5,0,7.8,60.0,100.0,17.0,10.2,0,0,2,40.0,328,86.5,82.7,79.8,,65.4,69.5,1,6,0.0,0,2,0,25.0,3,54,54,1,4,5,0,14,1,0.3,4.7
D'Angelo Hutchinson,156316,S,LOUISVILLE,13,7,6.8,71.4,98.2,21.4,15.3,0,3,5,17.9,210,78.9,75.2,55.8,57.6,69.2,67.1,1,39,15.8,6,4,2,85.3,20,448,456,12,25,28,1,179,91,0.4,9.0
Popeye Williams,156317,ED,W MICHIGAN,7,1,,,4.3,,,0,0,0,,347,82.3,59.1,79.7,55.7,46.4,46.7,0,,33.3,1,0,0,0.0,0,1,23,1,1,0,0,0,0,0.0,
Antonio Watts,156327,S,LOUISVILLE,10,3,3.5,61.7,84.5,10.2,6.3,0,1,3,6.4,210,79.7,76.8,60.7,73.0,69.4,53.6,3,26,26.7,8,2,1,46.6,29,306,362,12,19,47,0,222,164,0.8,7.7
Nick Kelly,156333,S,MIAMI FL,1,0,-3.0,100.0,100.0,6.0,6.0,0,0,0,0.0,220,64.6,65.7,70.0,,62.3,74.8,0,7,0.0,0,0,0,95.8,1,6,6,0,1,1,0,7,10,1.2,7.0
Myles Mooyoung,156335,CB,COAST CAR,11,4,8.7,51.4,100.0,13.3,6.9,0,0,3,8.6,141,57.0,51.8,37.1,,35.7,26.1,0,43,30.8,8,2,1,84.5,18,252,252,4,14,35,2,172,78,0.7,9.6
Nyjalik Kelly,156339,ED,UCF,12,1,1.0,66.7,16.4,21.0,14.0,1,0,1,33.3,323,68.7,76.2,10.6,81.6,72.4,62.2,1,14,50.0,4,1,5,34.7,2,42,256,4,3,3,0,12,14,0.3,6.0
Wesley Bissainthe,156341,LB,MIAMI FL,16,5,4.5,63.6,93.3,16.8,10.7,0,0,0,0.0,220,65.9,64.7,48.1,57.7,64.9,61.4,1,31,15.6,5,0,2,64.2,21,360,386,15,22,33,0,172,111,0.5,8.2
Sebastian Cheeks,156346,ED,WISCONSIN,12,2,-3.3,100.0,15.2,12.0,12.0,0,0,0,0.0,349,64.5,70.2,65.6,68.6,69.0,56.7,0,13,42.9,6,0,1,97.2,3,37,244,6,6,3,0,22,32,0.6,7.3
Beau Atkinson,156348,ED,OHIO STATE,12,0,2.0,100.0,5.9,8.0,8.0,0,0,0,0.0,260,37.0,51.9,20.0,54.7,62.1,31.7,0,22,100.0,2,0,2,118.8,1,8,135,1,0,1,0,22,20,2.8,22.0
Ryland Gandy,156360,CB,INDIANA,8,0,8.4,66.7,100.0,12.8,8.6,0,0,0,0.0,190,72.7,70.9,79.4,,56.3,82.9,0,17,0.0,0,0,0,76.2,6,78,78,2,7,9,0,40,3,0.5,6.7
Robbie Engelberg,156378,S,VIRGINIA,2,1,,,100.0,,,0,0,0,,335,74.5,71.3,75.6,,57.3,79.7,0,,0.0,0,0,0,0.0,0,22,22,0,1,0,0,0,0,0.0,
Trey McDonald,156384,ED,VIRGINIA,2,0,-6.0,100.0,40.0,4.0,4.0,0,0,0,0.0,335,63.8,56.5,75.2,56.3,54.8,73.0,0,2,0.0,0,0,0,79.2,1,4,10,0,1,1,0,2,8,0.5,2.0
Carlo Thompson,156385,S,GA SOUTHRN,1,1,-2.0,100.0,90.0,9.0,9.0,0,0,0,0.0,174,65.6,65.6,75.0,59.8,60.5,74.3,0,5,0.0,0,0,0,87.5,1,9,10,0,0,1,0,5,7,0.6,5.0
Dasan McCullough,156403,ED,NEBRASKA,11,3,0.3,75.0,24.4,16.7,12.5,1,0,0,0.0,238,59.7,66.0,11.4,67.5,68.7,59.3,0,16,33.3,3,0,3,99.0,3,50,205,4,3,4,0,33,36,0.7,11.0
Kaiden Turner,156405,LB,INDIANA,10,1,9.2,40.0,89.4,19.5,7.8,0,0,0,0.0,190,47.9,61.7,76.1,63.9,75.4,59.3,1,20,40.0,2,0,0,16.7,2,42,47,0,2,5,0,25,11,0.6,12.5
Phillip Dunnam,156406,S,UCF,12,4,7.4,74.1,99.0,18.4,13.6,1,1,3,11.1,323,85.1,75.3,22.4,56.5,60.1,62.0,3,32,11.8,4,2,2,60.5,20,383,387,9,26,27,0,235,100,0.6,11.8
James Monds III,156407,CB,E MICHIGAN,6,1,13.1,60.0,95.5,9.5,5.7,0,0,1,10.0,160,52.9,51.7,81.6,55.1,49.6,46.6,0,49,0.0,0,0,1,126.3,6,63,66,0,5,10,1,98,23,1.7,16.3
