player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kona Moore,158180,S,HAWAII,6,42,0,180,0,,,100.0,,,0,0,,66.4,0,,0.0,0,0,0.0,0,12,28.6,12,0,1,0,0,0,0,0.0,,0,0,22.0,50.0,100.0,24.0,12.0,0,0,0.0,65.6,0,20,0.0,0,0,85.4,1,26,61.9,26,1,3,2,0,20,7,0.8,20.0
Jalen Smith,158187,LB,HAWAII,13,369,0,180,0,3.3,75.0,52.1,15.7,11.8,0,0,0.0,52.4,0,12,40.0,2,0,81.3,3,49,13.3,94,2,3,4,0,16,21,0.3,5.3,0,1,2.5,70.4,95.1,12.4,8.7,3,2,7.4,44.1,0,30,26.3,5,2,112.3,19,251,68.0,264,5,13,27,2,174,144,0.7,9.2
Matagi Thompson,158191,S,HAWAII,12,104,0,180,0,15.0,0.0,100.0,,9.0,0,3,100.0,74.1,0,,,0,3,39.6,0,29,27.9,29,0,0,3,0,0,0,0.0,,0,0,11.0,75.0,91.0,9.8,7.4,0,0,0.0,68.3,1,73,11.1,1,0,116.7,6,61,58.7,67,5,8,8,1,116,65,2.0,19.3
Jared Badie,158196,DI,S DIEGO ST,12,4,0,284,0,,,7.3,,,0,0,,59.7,0,,50.0,1,0,0.0,0,3,75.0,41,1,1,0,0,0,0,0.0,,0,0,,,1.6,,,0,0,,60.1,0,,50.0,1,0,0.0,0,1,25.0,63,1,1,0,0,0,0,0.0,
Matthew Bailey,158197,S,ILLINOIS,12,405,0,187,0,6.4,64.3,95.4,15.3,9.9,0,1,7.1,69.7,0,43,9.1,1,1,114.3,9,146,36.0,153,2,10,14,1,117,89,0.8,13.0,0,0,7.3,64.7,98.6,18.7,12.1,0,1,5.9,66.0,0,13,9.5,2,1,72.7,11,212,52.3,215,4,19,17,0,68,27,0.3,6.2
Malachi Hood,158208,LB,ILLINOIS,13,206,0,187,0,5.5,100.0,83.3,23.5,23.5,0,0,0.0,64.1,0,12,0.0,0,0,127.1,2,50,24.3,60,3,2,2,1,10,2,0.2,5.0,0,1,6.9,84.2,88.5,7.6,6.4,0,0,0.0,41.0,0,18,7.7,1,0,103.7,16,123,59.7,139,4,11,19,0,169,65,1.4,10.6
Gabe Jacas,158210,ED,ILLINOIS,12,35,0,187,0,-1.0,100.0,4.4,5.0,5.0,0,0,0.0,51.6,0,2,0.0,0,0,118.8,1,5,14.3,114,7,1,1,1,2,3,0.4,2.0,0,2,7.0,66.7,13.9,11.5,7.7,0,0,0.0,60.8,0,16,40.0,2,0,85.4,2,25,71.4,180,7,1,3,0,20,3,0.9,10.0
James Kreutz,158211,LB,ILLINOIS,12,128,0,187,2,15.7,66.7,91.8,26.0,17.3,0,0,0.0,46.0,0,26,0.0,0,0,109.7,2,56,43.8,61,0,0,3,0,44,29,0.8,22.0,0,0,6.1,70.0,88.6,8.7,6.1,1,2,20.0,58.3,0,24,22.2,2,2,90.8,7,62,48.4,70,2,7,10,0,73,54,1.2,10.4
Elijah Mc-Cantos,158216,S,APP STATE,12,414,0,108,1,9.1,60.0,96.7,12.6,7.5,0,0,0.0,63.1,1,33,9.1,1,0,52.1,9,119,28.7,123,0,9,15,0,100,47,0.9,11.1,0,1,3.9,80.6,99.1,8.1,6.5,0,1,3.2,54.7,0,20,11.1,2,1,91.8,25,209,50.5,211,7,15,31,0,187,141,0.9,7.5
Tyson Rooks,158225,CB,ILLINOIS,7,43,0,187,0,11.3,66.7,100.0,6.0,4.0,0,1,33.3,51.6,0,11,0.0,0,1,123.6,2,13,30.2,13,0,1,3,1,19,2,1.6,9.5,0,1,16.0,100.0,100.0,24.0,24.0,0,0,0.0,59.6,0,16,0.0,0,0,118.8,1,25,58.1,25,0,0,1,0,16,0,0.7,16.0
Xavier Scott,158226,CB,ILLINOIS,3,99,0,187,0,13.5,25.0,100.0,20.0,5.0,0,2,25.0,74.4,0,10,0.0,0,2,79.2,2,44,44.4,44,0,1,8,1,16,13,0.4,8.0,0,1,22.4,20.0,97.8,43.0,8.6,0,0,0.0,50.1,0,62,0.0,0,0,78.8,1,44,44.4,45,1,0,5,0,62,44,1.4,62.0
Stone Combs,158235,LB,NEVADA,12,241,0,239,0,11.0,50.0,68.4,23.0,11.5,0,0,0.0,50.0,0,39,,0,0,95.8,1,26,10.8,38,0,0,2,0,39,16,1.7,39.0,0,4,7.0,72.2,90.3,11.4,8.2,0,1,5.6,59.9,0,23,15.8,3,0,91.9,13,159,66.0,176,3,12,18,0,128,68,0.9,9.8
Jonathan Maldonado,158241,ED,NEVADA,12,86,0,239,0,,,8.3,,,0,0,,55.9,0,,50.0,1,0,0.0,0,5,5.8,60,0,1,0,0,0,0,0.0,,0,0,8.3,85.7,31.4,11.2,9.6,0,1,14.3,63.6,1,30,25.0,2,1,69.9,6,69,80.2,220,7,6,7,0,72,30,1.1,12.0
KK Meier,158243,CB,UTSA,10,232,0,331,0,28.5,50.0,100.0,31.0,15.5,0,0,0.0,63.7,0,15,0.0,0,0,75.0,1,38,16.4,38,1,2,2,0,15,2,0.5,15.0,0,0,14.6,68.4,99.4,11.8,8.1,0,3,15.8,57.5,0,42,30.8,4,2,128.6,13,159,68.5,160,5,9,19,2,157,50,1.0,12.1
Chris Smalley,158248,ED,NEVADA,3,2,0,239,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,66.7,2.0,2.0,0,0,0.0,50.8,0,12,0.0,0,0,116.7,1,2,100.0,3,0,1,1,0,12,9,6.0,12.0
AJ Davis,158262,CB,WASH STATE,3,9,0,341,0,,,100.0,,,0,0,,51.5,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,,0,0,1.5,100.0,100.0,1.5,1.5,0,0,0.0,45.3,0,9,,0,0,95.8,2,3,33.3,3,0,0,2,0,14,11,4.7,7.0
Drenon Fite III,158266,ED,LA LAFAYET,13,6,0,207,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,16,1,0,0,0,0,0,,,0,0,5.0,100.0,12.0,6.0,6.0,0,0,0.0,54.1,0,13,33.3,1,0,118.8,1,6,100.0,50,1,2,1,0,13,8,2.2,13.0
Ahmaad Moses,158276,S,SMU,13,556,0,287,0,8.5,58.3,94.2,16.7,9.8,0,1,8.3,55.7,1,12,10.0,1,1,61.1,7,131,23.6,139,5,9,12,1,50,22,0.4,7.1,0,6,8.1,83.9,95.9,13.6,11.4,0,1,3.2,54.8,1,38,17.8,8,1,129.2,26,371,66.7,387,10,31,31,4,271,132,0.8,10.4
Isaiah Smith,158282,ED,SMU,13,55,0,287,0,,,7.1,,,0,0,,60.8,0,,33.3,1,0,0.0,0,8,14.5,113,3,2,0,0,0,0,0.0,,0,1,9.7,100.0,11.4,12.3,12.3,0,0,0.0,66.8,0,14,22.2,2,0,109.7,3,39,70.9,341,9,6,3,0,31,2,0.8,10.3
Kadin Bailey,158291,LB,E MICHIGAN,1,8,0,160,0,-2.0,100.0,50.0,1.0,1.0,0,0,0.0,52.6,0,10,100.0,1,0,108.3,1,1,12.5,2,0,0,1,0,10,12,10.0,10.0,0,0,-4.0,100.0,100.0,6.0,6.0,0,0,0.0,62.5,0,21,,0,0,118.8,1,6,75.0,6,0,0,1,0,21,25,3.5,21.0
Gregory Delaine,158296,CB,SYRACUSE,9,59,0,304,1,11.3,75.0,100.0,8.0,6.0,0,0,0.0,46.6,0,27,20.0,1,0,113.5,3,26,44.1,26,1,3,4,0,47,8,2.0,15.7,0,0,10.0,100.0,100.0,14.5,14.5,0,0,0.0,54.4,0,16,0.0,0,0,112.5,2,30,50.8,30,0,2,2,0,22,2,0.8,11.0
Mekhi Mason,158303,LB,LA TECH,12,269,0,208,0,4.7,66.7,40.1,11.0,7.3,0,0,0.0,39.6,0,50,20.0,1,0,144.9,6,75,27.9,187,2,4,9,2,103,86,1.6,17.2,0,2,4.3,82.4,90.8,7.5,6.2,0,0,0.0,55.7,0,21,40.0,4,0,94.6,14,109,40.5,120,4,4,17,0,114,50,1.1,8.1
Cornell Perry,158305,S,SYRACUSE,12,223,0,304,1,15.1,12.5,91.9,62.0,7.8,0,0,0.0,69.6,0,5,0.0,0,0,39.6,1,68,30.5,74,0,4,8,0,5,2,0.1,5.0,0,1,2.9,72.7,98.6,16.6,12.1,0,1,9.1,64.3,0,13,20.0,3,1,79.4,8,137,61.4,139,2,11,11,0,44,42,0.3,5.5
Jerry Wilson,158310,CB,FLORIDA ST,12,364,0,167,1,11.7,50.0,100.0,12.8,6.4,0,1,6.3,78.2,1,40,33.3,3,1,83.3,8,107,29.4,107,3,5,16,2,100,67,1.0,12.5,0,1,12.0,59.3,100.0,12.5,7.4,1,2,7.4,67.4,1,47,17.4,4,2,72.1,16,206,56.6,206,5,18,27,0,234,60,1.2,14.6
Jeremiah Earby,158316,CB,BOISE ST,14,410,0,120,0,16.5,46.2,99.4,8.8,4.1,0,4,10.3,63.2,2,55,13.3,2,3,59.2,18,179,43.7,180,2,13,39,1,295,69,1.9,16.4,0,1,15.7,58.1,99.0,10.4,6.1,0,3,9.7,61.7,2,74,18.2,4,3,59.3,18,194,47.3,196,5,17,31,0,266,111,1.4,14.8
Cam Sidney,158329,S,CAL,11,272,0,130,1,12.2,64.7,92.6,7.5,4.9,0,2,11.8,58.4,0,80,12.5,1,1,100.6,11,88,32.4,95,2,6,17,0,182,97,2.2,16.5,0,1,6.0,54.5,93.1,26.5,14.5,0,0,0.0,76.3,1,15,26.3,5,0,27.8,6,163,59.9,175,6,13,11,0,48,31,0.3,8.0
Moso'oipala Tuitele,158333,ED,COLO STATE,12,8,0,144,1,,,8.5,,,0,0,,71.4,0,,33.3,1,0,0.0,0,7,87.5,82,1,1,0,0,0,0,0.0,,0,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,30,1,0,0,0,0,0,0.0,
Elhadj Fall,158346,ED,VA TECH,12,18,0,337,0,-6.0,0.0,4.5,,2.0,0,0,0.0,49.5,0,,,0,0,39.6,0,2,11.1,44,0,0,1,0,0,0,0.0,,0,2,6.3,100.0,8.3,4.3,4.3,0,0,0.0,38.2,0,17,40.0,2,0,111.1,3,13,72.2,157,2,1,3,0,32,13,2.5,10.7
Jacob Hammonds,158349,LB,GA SOUTHRN,2,4,0,174,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Tracy Hill Jr.,158350,CB,GA SOUTHRN,13,384,0,174,0,13.7,42.1,100.0,11.6,4.9,0,4,21.1,66.1,0,53,12.5,1,4,79.1,8,103,26.8,103,1,7,19,1,111,27,1.2,13.9,0,1,11.0,72.4,97.9,10.1,7.3,0,1,3.4,61.7,1,34,17.4,4,1,109.4,21,228,59.4,233,2,18,29,2,267,77,1.3,12.7
Zyere Horton,158351,LB,FAU,10,99,0,165,0,4.3,66.7,53.8,13.5,9.0,0,0,0.0,42.5,0,16,100.0,2,0,91.0,2,28,28.3,52,0,0,3,0,24,20,0.9,12.0,0,5,3.5,100.0,83.1,5.6,5.6,0,0,0.0,66.5,0,27,9.1,1,0,142.1,10,59,59.6,71,3,5,10,2,86,56,1.5,8.6
Marc Stampley II,158364,CB,HOUSTON,13,168,0,182,0,4.3,75.0,97.1,10.3,7.8,0,0,0.0,67.5,0,34,50.0,1,0,108.3,3,33,19.6,34,1,1,4,0,42,43,1.4,14.0,0,1,3.9,68.2,88.2,6.7,4.5,0,2,9.1,72.4,1,15,6.7,1,1,56.8,15,105,62.5,119,5,13,22,0,89,73,0.9,5.9
MJ Stroud,158366,ED,GA SOUTHRN,13,71,0,174,0,2.5,50.0,15.3,8.0,4.0,0,0,0.0,62.7,0,3,0.0,0,0,56.3,1,9,12.7,59,3,3,2,0,3,0,0.4,3.0,0,2,6.0,66.7,33.8,25.0,16.7,0,0,0.0,64.4,0,7,20.0,1,0,70.1,2,52,73.2,154,2,2,3,0,8,7,0.2,4.0
Ashton Whitner,158369,S,BALL ST,10,235,0,117,0,26.5,0.0,92.9,,13.0,1,3,150.0,74.0,0,,0.0,0,1,39.6,0,26,11.1,28,0,1,2,0,0,0,0.0,,0,0,5.8,87.5,97.2,11.9,10.4,0,0,0.0,58.4,0,37,23.5,4,0,124.2,14,175,74.5,180,6,13,16,1,141,79,0.8,10.1
Caleb Coley,158378,CB,E MICHIGAN,8,85,0,160,0,13.4,50.0,92.7,9.3,4.6,0,2,25.0,60.0,0,16,0.0,0,1,107.3,4,38,44.7,41,0,2,8,1,46,19,1.2,11.5,0,0,14.7,16.7,96.8,29.0,4.8,0,2,33.3,73.6,0,15,,0,2,79.2,1,30,35.3,31,0,0,6,1,15,2,0.5,15.0
Malcolm Jones,158387,S,JVILLE ST,14,334,0,196,1,9.3,77.8,86.2,14.1,11.0,0,0,0.0,55.2,0,39,33.3,3,0,155.8,7,106,31.7,123,2,5,9,1,131,83,1.3,18.7,0,2,2.9,78.9,83.1,11.3,8.9,0,0,0.0,67.8,0,27,26.3,5,0,112.1,15,182,54.5,219,8,12,19,1,127,83,0.7,8.5
Jaden Mangham,158389,S,MICHIGAN,13,202,0,222,0,6.5,75.0,88.9,9.3,7.0,0,1,25.0,68.5,0,36,33.3,1,0,108.3,3,32,15.8,36,1,2,4,0,42,27,1.5,14.0,0,0,14.0,0.0,97.5,,113.0,0,0,0.0,62.2,0,,25.0,3,0,39.6,0,118,58.4,121,0,9,1,0,0,0,0.0,
James Schott,158396,ED,MIAMI OH,14,2,0,221,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,62,0,0,0,0,0,0,,,0,0,,,2.1,,,0,0,,67.2,0,,33.3,1,0,0.0,0,2,100.0,97,5,2,0,0,0,0,0.0,
Malik Spencer,158397,S,MICH STATE,12,355,0,223,0,10.2,40.0,87.0,30.0,12.0,0,1,20.0,69.1,0,15,16.7,1,1,52.1,2,60,16.9,69,0,5,5,0,20,9,0.3,10.0,0,1,11.4,76.9,95.9,20.3,15.6,0,2,15.4,58.1,0,27,15.8,3,2,116.8,10,209,58.9,218,1,15,13,0,158,44,0.8,15.8
Dillon Tatum,158399,CB,NWESTERN,9,58,0,256,0,6.0,0.0,70.0,,7.0,0,1,100.0,76.0,0,,0.0,0,1,39.6,0,7,12.1,10,0,1,1,0,0,0,0.0,,0,1,14.4,60.0,95.5,13.7,8.2,0,0,0.0,53.6,0,29,0.0,0,0,125.8,3,42,72.4,44,0,2,5,1,41,2,1.0,13.7
Ade Willie,158403,CB,MICH STATE,4,77,0,223,1,8.3,100.0,95.0,4.5,4.5,0,0,0.0,36.8,0,13,25.0,1,0,112.5,4,19,24.7,20,0,2,4,0,44,11,2.4,11.0,0,0,0.5,100.0,81.4,17.0,17.0,0,0,0.0,62.7,0,8,0.0,0,0,79.2,2,35,45.5,43,1,2,2,0,6,5,0.2,3.0
Zion Young,158404,ED,MISSOURI,13,5,0,229,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,98,4,0,0,0,0,0,,,0,0,,,2.0,,,0,0,,67.3,0,,60.0,3,0,0.0,0,4,80.0,204,5,2,0,0,0,0,0.0,
Maxie Baudoin IV,158406,DI,LA LAFAYET,12,1,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,0,,,1.2,,,0,0,,60.5,0,,0.0,0,0,0.0,0,1,100.0,84,1,1,0,0,0,0,0.0,
Kameron Hamilton,158415,ED,TULANE,14,7,0,319,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,80,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,4.0,4.0,4.0,0,0,0.0,48.5,0,8,33.3,1,0,100.0,1,5,71.4,126,2,2,1,0,8,11,2.0,8.0
Gerrod Henderson,158416,ED,TULANE,7,1,0,319,0,,,3.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,27,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,19,1,1,0,0,0,0,,
Rayshawn Pleasant,158424,CB,AUBURN,11,187,0,115,1,14.8,46.2,100.0,9.2,4.2,0,2,15.4,41.7,0,25,16.7,1,0,75.2,6,66,35.3,66,1,4,13,0,108,54,2.0,18.0,0,0,12.7,63.6,97.8,12.4,7.9,0,0,0.0,64.3,1,24,0.0,0,0,75.2,7,90,48.1,92,5,11,11,1,73,44,0.8,10.4
Kentrell Webb,158427,S,HOUSTON,13,452,0,182,1,9.8,50.0,100.0,18.8,9.4,0,3,30.0,66.8,0,26,0.0,0,2,106.7,5,99,21.9,99,0,8,10,1,71,26,0.8,14.2,0,4,6.1,76.0,99.3,14.5,11.0,0,2,8.0,61.8,1,35,21.9,7,2,96.9,19,288,63.7,290,6,21,25,1,209,145,0.8,11.0
TJ Bullard,158432,LB,UCF,2,8,0,323,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,-3.0,100.0,100.0,8.0,8.0,0,0,0.0,34.4,0,-1,50.0,1,0,79.2,1,8,100.0,8,0,0,1,0,-1,2,-0.1,-1.0
Ja'Cari Henderson,158439,CB,UCF,5,29,0,323,0,,,100.0,,,0,0,,66.9,0,,0.0,0,0,0.0,0,15,51.7,15,0,1,0,0,0,0,0.0,,0,0,-0.5,100.0,93.3,7.0,7.0,0,0,0.0,71.8,0,3,0.0,0,0,79.2,2,14,48.3,15,2,2,2,0,5,6,0.4,2.5
Demari Henderson,158440,S,UCF,12,335,0,323,2,11.6,84.6,97.6,10.9,9.2,0,1,7.7,59.3,0,27,14.3,2,0,132.7,11,122,36.4,125,3,10,13,1,126,23,1.1,11.5,0,1,18.8,60.0,98.0,31.5,18.9,0,2,20.0,66.3,1,40,37.5,3,1,51.3,6,200,59.7,204,0,4,10,0,93,14,0.5,15.5
Jamaal Johnson,158444,ED,UCF,12,11,0,323,0,8.0,100.0,12.2,5.0,5.0,0,0,0.0,51.9,0,9,0.0,0,0,104.2,1,5,45.5,41,0,1,1,0,9,1,1.8,9.0,0,1,,,8.8,,,0,0,,47.2,0,,25.0,1,0,0.0,0,6,54.5,68,0,2,0,0,0,0,0.0,
Nikai Martinez,158447,S,MICH STATE,4,103,0,223,0,7.0,100.0,100.0,18.0,18.0,0,0,0.0,68.1,0,9,0.0,0,0,104.2,1,19,18.4,19,1,3,1,0,9,2,0.5,9.0,0,1,14.8,100.0,98.3,13.8,13.8,0,0,0.0,59.7,0,40,0.0,0,0,158.3,4,59,57.3,60,2,4,4,1,75,16,1.4,18.8
Garrison Madden,158461,LB,USC,1,1,0,326,0,-5.0,100.0,0.0,0.0,0.0,0,0,0.0,60.0,0,8,,0,0,100.0,1,0,0.0,1,0,0,1,0,8,13,,8.0,0,0,0.0,100.0,100.0,1.0,1.0,0,0,0.0,64.5,0,1,0.0,0,0,79.2,1,1,100.0,1,1,1,1,0,1,1,1.0,1.0
Roman Marchetti,158462,LB,USC,1,1,0,326,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Garrett Pomerantz,158466,ED,USC,2,1,0,326,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,65.9,1,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,
Devan Thompkins,158470,DI,USC,12,10,0,326,0,,,8.6,,,0,0,,59.5,0,,,0,0,0.0,0,10,100.0,116,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,136,2,0,0,0,0,0,,
Ka'eo Akana,158472,ED,HAWAII,10,10,0,180,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,14.0,,,0,0,,64.6,0,,0.0,0,0,0.0,0,8,80.0,57,0,1,0,0,0,0,0.0,
Lander Barton,158473,LB,UTAH,13,227,0,328,0,1.2,60.0,65.4,36.3,21.8,0,1,20.0,67.9,0,19,25.0,1,1,107.5,3,119,52.4,182,0,3,5,1,19,27,0.2,6.3,0,0,6.3,57.1,75.8,22.5,12.9,0,0,0.0,58.6,1,16,30.8,4,0,32.1,4,94,41.4,124,4,9,7,0,37,31,0.4,9.3
Elijah Davis,158479,CB,UTAH,13,357,0,328,0,13.0,50.0,99.5,9.6,4.8,0,3,7.9,56.0,2,37,11.8,2,1,64.9,19,193,54.1,194,4,15,38,2,233,52,1.3,12.3,0,0,13.3,66.7,100.0,21.7,14.4,0,1,11.1,62.1,0,29,14.3,1,0,127.1,6,135,37.8,135,0,6,9,1,70,28,0.5,11.7
Tao Johnson,158490,S,UTAH,13,420,0,328,0,10.5,27.3,97.5,73.3,20.0,0,3,27.3,78.2,1,10,25.0,2,3,1.7,3,234,55.7,240,1,6,11,0,10,4,0.0,3.3,0,2,10.6,62.5,93.8,29.4,18.4,0,1,12.5,64.3,1,21,11.1,1,1,84.9,5,152,36.2,162,2,6,8,1,59,15,0.4,11.8
Chase Kennedy,158491,ED,ARIZONA,13,56,0,109,0,6.0,100.0,11.0,14.0,14.0,0,0,0.0,65.1,0,6,40.0,2,0,91.7,1,14,25.0,127,3,3,1,0,6,0,0.4,6.0,0,1,9.0,33.3,27.0,34.0,11.3,0,0,0.0,64.5,0,3,37.5,3,0,42.4,1,34,60.7,126,5,4,3,0,3,8,0.1,3.0
Justin Medlock,158497,LB,SMU,8,150,0,287,4,4.0,50.0,75.5,36.0,18.0,0,0,0.0,73.5,1,13,16.7,1,0,31.3,1,37,24.7,49,0,1,2,0,13,8,0.4,13.0,0,3,2.7,83.3,84.8,8.9,7.4,0,0,0.0,67.0,0,13,9.1,1,0,92.4,10,95,63.3,112,4,7,12,0,74,48,0.8,7.4
Peter Eyabi,158510,ED,WYOMING,11,5,0,351,0,,,11.4,,,0,0,,61.6,0,,0.0,0,0,0.0,0,4,80.0,35,1,2,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,20.0,35,0,0,0,0,0,0,0.0,
Bryce Grays,158511,S,UTSA,11,84,0,331,0,6.0,0.0,60.0,,7.0,0,0,0.0,56.7,0,,0.0,0,0,39.6,0,9,10.7,15,0,1,1,0,0,0,0.0,,0,0,2.0,90.0,84.1,6.2,5.6,0,0,0.0,68.1,0,19,25.0,2,0,93.3,9,58,69.0,69,5,6,10,0,64,62,1.1,7.1
Bryson Lamb,158514,DI,WASH STATE,12,1,0,341,0,,,1.6,,,0,0,,59.4,0,,0.0,0,0,0.0,0,1,100.0,62,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,63.9,0,,0.0,0,0,0.0,0,0,0.0,103,5,4,0,0,0,0,,
Javan Robinson,158522,CB,ARIZONA ST,12,376,0,110,0,13.6,72.7,96.0,8.3,6.0,0,0,0.0,42.7,0,58,20.0,1,0,154.4,8,72,19.1,75,0,4,11,2,179,64,2.7,22.4,0,1,11.8,63.4,99.6,9.5,6.0,0,5,12.2,74.8,0,48,4.0,1,4,91.2,26,259,68.9,260,4,23,41,1,277,66,1.1,10.7
Kody Jones,158538,S,KENNESAW,12,242,0,200,0,9.5,50.0,90.9,34.0,17.0,0,0,0.0,68.7,0,5,100.0,1,0,56.3,1,40,16.5,44,0,0,2,0,5,1,0.1,5.0,0,4,6.4,75.9,91.5,6.3,4.8,0,0,0.0,52.2,1,62,19.0,4,0,123.8,22,150,62.0,164,7,13,29,3,267,135,1.9,12.1
Derrick Moore,158543,ED,MICHIGAN,12,24,0,222,0,,,9.2,,,0,0,,69.5,0,,,0,0,0.0,0,6,25.0,65,3,0,0,0,0,0,0.0,,0,2,0.6,80.0,13.6,4.5,3.6,0,0,0.0,58.1,0,11,42.9,3,0,87.5,4,18,75.0,132,4,2,5,0,25,27,1.4,6.3
Keon Sabb,158546,S,ALABAMA,15,440,0,103,2,4.5,50.0,76.8,68.0,34.0,0,1,50.0,75.8,0,4,0.0,0,1,56.3,1,73,16.6,95,2,2,2,0,4,0,0.1,4.0,0,6,11.6,53.3,96.2,39.1,20.9,0,1,6.7,76.9,1,20,19.0,4,1,42.6,8,326,74.1,339,3,11,15,0,86,37,0.3,10.8
Alfonzo Allen Jr.,158549,S,FLORIDA,5,117,0,163,0,,,100.0,,,0,0,,67.3,0,,0.0,0,0,0.0,0,21,17.9,21,0,1,0,0,0,0,0.0,,0,0,11.5,75.0,97.1,21.3,16.0,0,0,0.0,66.7,0,15,14.3,1,0,89.6,3,67,57.3,69,2,6,4,0,24,22,0.4,8.0
Devyn Bobby,158551,S,BAYLOR,12,390,0,118,0,5.5,63.6,100.0,15.6,9.9,0,1,9.1,55.0,0,12,0.0,0,1,115.9,7,119,30.5,119,1,7,11,2,56,20,0.5,8.0,0,3,7.7,80.0,99.5,26.3,21.0,1,1,10.0,71.1,0,16,5.3,1,1,97.1,8,220,56.4,221,6,15,10,0,73,39,0.3,9.1
Reggie Bush II,158552,CB,BAYLOR,10,154,0,118,0,9.5,83.3,96.6,10.4,8.7,0,1,16.7,61.0,0,28,20.0,1,0,145.1,5,56,36.4,58,1,4,6,1,56,19,1.1,11.2,0,0,14.3,25.0,100.0,41.5,10.4,0,3,37.5,71.3,0,14,0.0,0,1,39.6,2,84,54.5,84,0,4,8,0,19,4,0.2,9.5
Jeremy Evans,158556,LB,BAYLOR,8,22,0,118,0,,,55.6,,,0,0,,62.7,0,,,0,0,0.0,0,5,22.7,9,0,0,0,0,0,0,0.0,,0,1,-5.0,100.0,100.0,13.0,13.0,0,0,0.0,72.7,0,2,0.0,0,0,79.2,1,13,59.1,13,1,1,1,0,2,7,0.2,2.0
Corey Gordon,158557,S,LOUISVILLE,11,207,0,210,5,-0.5,83.3,89.7,6.8,5.7,0,1,16.7,73.5,0,5,12.5,1,1,118.8,5,35,16.9,39,1,2,6,1,13,16,0.4,2.6,0,3,6.2,88.2,96.1,9.2,8.1,0,0,0.0,58.5,0,26,11.1,2,0,105.6,15,148,71.5,154,4,13,17,0,159,66,1.2,10.6
Kyler Jordan,158561,ED,BAYLOR,12,5,0,118,0,,,7.1,,,0,0,,67.3,0,,50.0,1,0,0.0,0,2,40.0,28,1,1,0,0,0,0,0.0,,0,0,,,2.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,43,1,0,0,0,0,0,0.0,
